year,month,month_index,election_cycle,election_year,jobs,pce,rdpi,cpi,ics,sp500,unemp
2005,8,-39,17,2008,134495,8850.1,11405.3,196.1,89.1,1227.773356,4.9
2005,9,-38,17,2008,134552,8900.4,11365.2,198.8,76.9,1227.773356,5
2005,10,-37,17,2008,134646,8938.5,11428.7,199.1,74.2,1234.926676,5
2005,11,-36,17,2008,135001,8946.2,11500.1,198.1,81.6,1234.926676,5
2005,12,-35,17,2008,135160,8981.1,11535.2,198.1,91.5,1234.926676,4.9
2006,1,-34,17,2008,135425,9071.6,11651.8,199.3,91.2,1285.203328,4.7
2006,2,-33,17,2008,135732,9096,11702.8,199.4,86.7,1285.203328,4.8
2006,3,-32,17,2008,136041,9132.9,11747.5,199.7,88.9,1285.203328,4.7
2006,4,-31,17,2008,136210,9191.6,11744.4,200.7,87.4,1283.633301,4.7
2006,5,-30,17,2008,136247,9231.8,11736.8,201.3,79.1,1283.633301,4.6
2006,6,-29,17,2008,136328,9259.6,11751.9,201.8,84.9,1283.633301,4.6
2006,7,-28,17,2008,136522,9343.8,11746.9,202.9,84.7,1305.443319,4.7
2006,8,-27,17,2008,136688,9342.2,11737,203.8,82,1305.443319,4.7
2006,9,-26,17,2008,136825,9375.4,11800.1,202.8,85.4,1305.443319,4.5
2006,10,-25,17,2008,136849,9393.6,11853.7,201.9,93.6,1398.956665,4.4
2006,11,-24,17,2008,137068,9400.2,11901.9,202,92.1,1398.956665,4.5
2006,12,-23,17,2008,137251,9488.3,11958.6,203.1,91.7,1398.956665,4.4
2007,1,-22,17,2008,137475,9538.7,11956.6,203.437,96.9,1421.973307,4.6
2007,2,-21,17,2008,137556,9566,11996,204.226,91.3,1421.973307,4.5
2007,3,-20,17,2008,137782,9611.7,12035.1,205.288,88.4,1421.973307,4.4
2007,4,-19,17,2008,137842,9643.6,12052.8,205.904,87.1,1505.446655,4.5
2007,5,-18,17,2008,137993,9685.8,12059.9,206.755,88.3,1505.446655,4.4
2007,6,-17,17,2008,138072,9706.8,12053.3,207.234,85.3,1505.446655,4.6
2007,7,-16,17,2008,138042,9751.1,12066.4,207.603,90.4,1485.33667,4.7
2007,8,-15,17,2008,138017,9798.9,12070.9,207.667,83.4,1485.33667,4.6
2007,9,-14,17,2008,138103,9845.1,12089.6,208.547,83.4,1485.33667,4.7
2007,10,-13,17,2008,138175,9882.7,12080.4,209.19,80.9,1499.626668,4.7
2007,11,-12,17,2008,138291,9955.9,12070.1,210.834,76.1,1499.626668,4.7
2007,12,-11,17,2008,138396,9972.8,12120.5,211.445,75.5,1499.626668,5
2008,1,-10,17,2008,138397,9996.4,12137.1,212.174,78.4,1343.960002,5
2008,2,-9,17,2008,138326,9981.7,12141.8,212.687,70.8,1343.960002,4.9
2008,3,-8,17,2008,138256,10035.3,12145.9,213.448,69.5,1343.960002,5.1
2008,4,-7,17,2008,138037,10070.3,12100.8,213.942,62.6,1355.323324,5
2008,5,-6,17,2008,137847,10132.3,12696.2,215.208,59.8,1355.323324,5.4
2008,6,-5,17,2008,137689,10187.1,12376.6,217.463,56.4,1355.323324,5.6
2008,7,-4,17,2008,137492,10185.1,12188.7,219.016,61.2,1238.856649,5.8
2008,8,-3,17,2008,137209,10175.7,12120.6,218.69,63,1238.856649,6.1
2008,9,-2,17,2008,136759,10116.4,12149,218.877,70.3,1238.856649,6.1
2008,10,-1,17,2008,136294,10034.1,12240.5,216.995,57.6,922.7466633,6.5
2008,11,0,18,2008,135546,9885.2,12345.9,213.153,55.3,922.7466633,6.8
2008,12,-47,18,2012,134848,9801.5,12288.8,211.398,60.1,922.7466633,7.3
2009,1,-46,18,2012,134066,9847.2,12361.5,211.933,61.2,786.280009,7.8
2009,2,-45,18,2012,133314,9824.5,12241.9,212.705,56.3,786.280009,8.3
2009,3,-44,18,2012,132494,9773.2,12242.7,212.495,57.3,786.280009,8.7
2009,4,-43,18,2012,131825,9772.5,12320,212.709,65.1,903.7566733,9
2009,5,-42,18,2012,131470,9791.6,12500.1,213.022,68.7,903.7566733,9.4
2009,6,-41,18,2012,131003,9852.4,12273.2,214.79,70.8,903.7566733,9.5
2009,7,-40,18,2012,130661,9886.3,12218.7,214.726,66,1021.726644,9.5
2009,8,-39,18,2012,130480,10004.1,12194.8,215.445,65.7,1021.726644,9.6
2009,9,-38,18,2012,130241,9927.8,12230.6,215.861,73.5,1021.726644,9.8
2009,10,-37,18,2012,130061,9976.7,12193.2,216.509,70.6,1082.306641,10
2009,11,-36,18,2012,130059,9985.7,12224.4,217.234,67.4,1082.306641,9.9
2009,12,-35,18,2012,129807,10052.6,12280.2,217.347,72.5,1082.306641,9.9
2010,1,-34,18,2012,129795,10056.1,12285.8,217.488,74.4,1115.930013,9.8
2010,2,-33,18,2012,129702,10093.4,12292,217.281,73.6,1115.930013,9.8
2010,3,-32,18,2012,129865,10156,12340.3,217.353,73.6,1115.930013,9.9
2010,4,-31,18,2012,130115,10182.3,12447.1,217.403,72.2,1102.269979,9.9
2010,5,-30,18,2012,130645,10210.8,12540.3,217.29,73.6,1102.269979,9.6
2010,6,-29,18,2012,130501,10231.3,12544.3,217.199,76,1102.269979,9.4
2010,7,-28,18,2012,130420,10268.1,12554.2,217.605,67.8,1097.376628,9.4
2010,8,-27,18,2012,130423,10307.1,12591.4,217.923,68.9,1097.376628,9.5
2010,9,-26,18,2012,130340,10327.1,12589.9,218.275,68.2,1097.376628,9.5
2010,10,-25,18,2012,130620,10386.4,12592.5,219.035,67.7,1207.150025,9.4
2010,11,-24,18,2012,130754,10433.6,12605.1,219.59,71.6,1207.150025,9.8
2010,12,-23,18,2012,130836,10471,12680.6,220.472,74.5,1207.150025,9.3
2011,1,-22,18,2012,130839,10514.3,12740.1,221.187,74.2,1313.056641,9.1
2011,2,-21,18,2012,131054,10540.6,12776.6,221.898,77.5,1313.056641,9
2011,3,-20,18,2012,131278,10619.7,12742.7,223.046,67.5,1313.056641,9
2011,4,-19,18,2012,131604,10652.1,12721.3,224.093,69.8,1343.149984,9.1
2011,5,-18,18,2012,131704,10672.2,12705.3,224.806,74.3,1343.149984,9
2011,6,-17,18,2012,131936,10694.8,12756.9,224.806,71.5,1343.149984,9.1
2011,7,-16,18,2012,131992,10731.6,12805.6,225.395,63.7,1214.196696,9
2011,8,-15,18,2012,132123,10750.3,12799.7,226.106,55.8,1214.196696,9
2011,9,-14,18,2012,132346,10783.2,12781.7,226.597,59.5,1214.196696,9
2011,10,-13,18,2012,132557,10802.9,12791.9,226.75,60.8,1252.619995,8.8
2011,11,-12,18,2012,132701,10806.8,12782.7,227.169,63.7,1252.619995,8.6
2011,12,-11,18,2012,132902,10817.8,12898.5,227.223,69.9,1252.619995,8.5
2012,1,-10,18,2012,133243,10896.8,12967.5,227.842,75,1362.186686,8.3
2012,2,-9,18,2012,133521,10987.2,13029.6,228.329,75.3,1362.186686,8.3
2012,3,-8,18,2012,133745,10993.9,13066.4,228.807,76.2,1362.186686,8.2
2012,4,-7,18,2012,133828,11018.5,13116.5,229.187,76.4,1356.800008,8.2
2012,5,-6,18,2012,133935,11006.8,13112.5,228.713,79.3,1356.800008,8.2
2012,6,-5,18,2012,134008,10989.8,13097.2,228.524,73.2,1356.800008,8.2
2012,7,-4,18,2012,134153,11016.8,12999.8,228.59,72.3,1408.856649,8.2
2012,8,-3,18,2012,134329,11056,12961.6,229.918,74.3,1408.856649,8.1
2012,9,-2,18,2012,134512,11105.3,13053.1,231.015,78.3,1408.856649,7.8
2012,10,-1,18,2012,134672,11137.4,13142,231.638,82.6,1418.176676,7.8
2012,11,0,19,2012,134831,11178.4,13315.7,231.249,82.7,1418.176676,7.7
2012,12,-47,19,2016,135074,11181.2,13642.7,231.221,72.9,1418.176676,7.9
2013,1,-46,19,2016,135263,11252.4,12845.5,231.679,73.8,1527.32666,8
2013,2,-45,19,2016,135548,11290.5,12813.9,232.937,77.6,1527.32666,7.7
2013,3,-44,19,2016,135690,11290.1,12852.1,232.282,78.6,1527.32666,7.5
2013,4,-43,19,2016,135876,11281.1,12893.4,231.797,76.4,1611.529988,7.6
2013,5,-42,19,2016,136090,11321.6,12954.2,231.893,84.5,1611.529988,7.5
2013,6,-41,19,2016,136269,11344.4,12955.7,232.445,84.1,1611.529988,7.5
2013,7,-40,19,2016,136391,11372.6,12941.8,232.9,85.1,1666.75,7.3
2013,8,-39,19,2016,136634,11406.6,12969.6,233.456,82.1,1666.75,7.2
2013,9,-38,19,2016,136819,11445.9,13027.5,233.544,77.5,1666.75,7.2
2013,10,-37,19,2016,137039,11498,12974.6,233.669,73.2,1803.570028,7.2
2013,11,-36,19,2016,137312,11562.5,12998.9,234.1,75.1,1803.570028,6.9
2013,12,-35,19,2016,137367,11593.2,13019.1,234.719,82.5,1803.570028,6.7
2014,1,-34,19,2016,137551,11578.8,13079.5,235.288,81.2,1838.126628,6.6
2014,2,-33,19,2016,137710,11636.9,13148,235.547,81.6,1838.126628,6.7
2014,3,-32,19,2016,137987,11722.3,13219.9,236.028,80,1838.126628,6.7
2014,4,-31,19,2016,138298,11762.3,13270.2,236.468,84.1,1922.583292,6.2
2014,5,-30,19,2016,138500,11807.3,13312.9,236.918,81.9,1922.583292,6.3
2014,6,-29,19,2016,138833,11861.7,13360.4,237.231,82.5,1922.583292,6.1
2014,7,-28,19,2016,139076,11904.4,13386.8,237.498,81.8,1968.776693,6.2
2014,8,-27,19,2016,139257,11983.7,13445.9,237.46,82.5,1968.776693,6.1
2014,9,-26,19,2016,139564,11991.4,13486.3,237.477,84.6,1968.776693,5.9
2014,10,-25,19,2016,139804,12064.7,13550.7,237.43,86.9,2048.170003,5.7
2014,11,-24,19,2016,140088,12083.9,13624.4,236.983,88.8,2048.170003,5.8
2014,12,-23,19,2016,140366,12096.1,13719.1,236.252,93.6,2048.170003,5.6
2015,1,-22,19,2016,140562,12066.7,13797.7,234.747,98.1,2055.793294,5.7
2015,2,-21,19,2016,140831,12116.6,13848,235.342,95.4,2055.793294,5.5
2015,3,-20,19,2016,140925,12176.1,13811.3,235.976,93,2055.793294,5.4
2015,4,-19,19,2016,141202,12209.1,13842,236.222,95.9,2085.33667,5.4
2015,5,-18,19,2016,141539,12275.4,13865.6,237.001,90.7,2085.33667,5.6
2015,6,-17,19,2016,141695,12307.9,13874.1,237.657,96.1,2085.33667,5.3
2015,7,-16,19,2016,141989,12364.9,13905.7,238.034,93.1,1998.68339,5.2
2015,8,-15,19,2016,142130,12396.2,13935.8,238.033,91.9,1998.68339,5.1
2015,9,-14,19,2016,142265,12386.4,13972.2,237.498,87.2,1998.68339,5
2015,10,-13,19,2016,142584,12394.9,13996.9,237.733,90,2067.90332,5
2015,11,-12,19,2016,142810,12423.2,13993.4,238.017,91.3,2067.90332,5.1
2015,12,-11,19,2016,143083,12452,14060.2,237.761,92.6,2067.90332,5
2016,1,-10,19,2016,143196,12478,14121.1,237.652,92,1977.40332,4.8
2016,2,-9,19,2016,143411,12554.5,14135.3,237.336,91.7,1977.40332,4.9
2016,3,-8,19,2016,143666,12537,14135.4,238.08,91,1977.40332,5
2016,4,-7,19,2016,143856,12611.5,14106.2,238.992,89,2087.036702,5.1
2016,5,-6,19,2016,143901,12652.7,14095.5,239.557,94.7,2087.036702,4.8
2016,6,-5,19,2016,144152,12731.2,14104.9,240.222,93.5,2087.036702,4.9
2016,7,-4,19,2016,144515,12756.7,14160.1,240.101,90,2170.940023,4.8
2016,8,-3,19,2016,144664,12788.1,14176.7,240.545,89.8,2170.940023,4.9
2016,9,-2,19,2016,144961,12846.6,14209.1,241.176,91.2,2170.940023,5
2016,10,-1,19,2016,145069,12867,14235.4,241.741,87.2,2187.930013,4.9
2016,11,0,20,2016,145188,12893,14273.6,242.026,93.8,2187.930013,4.7
2016,12,-47,20,2020,145410,13005.9,14313.7,242.637,98.2,2187.930013,4.7
2017,1,-46,20,2020,145636,13063.7,14373.7,243.618,98.5,2335.07666,4.7
2017,2,-45,20,2020,145848,13088.4,14416.8,244.006,96.3,2335.07666,4.6
2017,3,-44,20,2020,145976,13139.9,14476.3,243.892,96.9,2335.07666,4.4
2017,4,-43,20,2020,146173,13169.2,14509.3,244.193,97,2406.469971,4.4
2017,5,-42,20,2020,146389,13171.9,14610.7,244.004,97.1,2406.469971,4.4
2017,6,-41,20,2020,146588,13225.2,14618.7,244.163,95,2406.469971,4.3
2017,7,-40,20,2020,146772,13263.3,14660.2,244.243,93.4,2487.103353,4.3
2017,8,-39,20,2020,146907,13294.6,14678.3,245.183,96.8,2487.103353,4.4
2017,9,-38,20,2020,146999,13417.3,14706,246.435,95.1,2487.103353,4.3
2017,10,-37,20,2020,147146,13447.5,14748.6,246.626,100.7,2611.236735,4.2
2017,11,-36,20,2020,147375,13540.6,14771.1,247.284,98.5,2611.236735,4.2
2017,12,-35,20,2020,147521,13666.1,14797.9,247.805,95.9,2611.236735,4.1
2018,1,-34,20,2020,147667,13703.3,14886.6,248.859,95.7,2726.170085,4
2018,2,-33,20,2020,148054,13738.7,14921.1,249.529,99.7,2726.170085,4.1
2018,3,-32,20,2020,148280,13793.2,14974.8,249.577,101.4,2726.170085,4
2018,4,-31,20,2020,148426,13838.4,15007.2,250.227,98.8,2690.563395,4
2018,5,-30,20,2020,148755,13905,15057.8,250.792,98,2690.563395,3.8
2018,6,-29,20,2020,148968,13930.4,15119.3,251.018,98.2,2690.563395,4
2018,7,-28,20,2020,149023,13974.8,15184.7,251.214,97.9,2877.263346,3.8
2018,8,-27,20,2020,149274,14014,15238.6,251.663,96.2,2877.263346,3.8
2018,9,-26,20,2020,149361,14017.8,15237.5,252.182,100.1,2877.263346,3.7
2018,10,-25,20,2020,149525,14083.1,15274.1,252.772,98.6,2659.58667,3.8
2018,11,-24,20,2020,149622,14162.9,15315.2,252.594,97.5,2659.58667,3.8
2018,12,-23,20,2020,149804,14051.6,15506.5,252.767,98.3,2659.58667,3.9
2019,1,-22,20,2020,150062,14088.4,15501.7,252.561,91.2,2774.329997,4
2019,2,-21,20,2020,150067,14115.5,15553.7,253.319,93.8,2774.329997,3.8
2019,3,-20,20,2020,150294,14240.1,15568.9,254.277,98.4,2774.329997,3.8
2019,4,-19,20,2020,150602,14278.3,15524.4,255.233,97.2,2879.883382,3.7
2019,5,-18,20,2020,150640,14340.8,15519.6,255.296,100,2879.883382,3.6
2019,6,-17,20,2020,150844,14391.2,15546.4,255.213,98.2,2879.883382,3.6
2019,7,-16,20,2020,150934,14471.8,15565.7,255.802,98.4,2961.193278,3.7
2019,8,-15,20,2020,151155,14525.7,15654.1,256.036,89.8,2961.193278,3.6
2019,9,-14,20,2020,151358,14555.6,15691.3,256.43,93.2,2961.193278,3.5
2019,10,-13,20,2020,151458,14584,15718.1,257.155,95.5,3136.440023,3.6
2019,11,-12,20,2020,151666,14678.6,15778.2,257.879,96.8,3136.440023,3.6
2019,12,-11,20,2020,151792,14741.3,15684.8,258.63,99.3,3136.440023,3.6
2020,1,-10,20,2020,152045,14815.7,15852.5,258.906,99.8,2921.44336,3.6
2020,2,-9,20,2020,152309,14810.7,15918,259.246,101,2921.44336,3.5
2020,3,-8,20,2020,150898,13793,15696.3,258.15,89.1,2921.44336,4.4
2020,4,-7,20,2020,130421,12228.3,18020.2,256.126,71.8,3019.01001,14.8
2020,5,-6,20,2020,133040,13251.4,17104.6,255.848,72.3,3019.01001,13.2
2020,6,-5,20,2020,137655,14027.1,17035,257.004,78.1,3019.01001,11
2020,7,-4,20,2020,139240,14285.1,17193.2,258.408,72.5,3341.300049,10.2
2020,8,-3,20,2020,140774,14428.4,16525.8,259.366,74.1,3341.300049,8.4
2020,9,-2,20,2020,141820,14655,16607.9,259.951,80.4,3341.300049,7.8
2020,10,-1,20,2020,142493,14702.5,16561.9,260.249,81.8,3549.219971,6.8
2020,11,0,21,2020,142761,14675.8,16368.1,260.895,76.9,3549.219971,6.7
2020,12,-47,21,2024,142518,14801.8,16406.1,262.005,80.7,3549.219971,6.7
2021,1,-46,21,2024,142916,15047.3,18107.3,262.518,79,3832.759928,6.4
2021,2,-45,21,2024,143443,14948.2,16604.9,263.583,76.8,3832.759928,6.2
2021,3,-44,21,2024,144274,15657.6,20422.6,264.91,84.9,3832.759928,6.1
2021,4,-43,21,2024,144593,15854.1,17316.6,266.752,88.3,4227.593262,6.1
2021,5,-42,21,2024,145044,15890,16819.1,268.452,82.9,4227.593262,5.8
2021,6,-41,21,2024,145822,16108.5,16736.3,270.664,85.5,4227.593262,5.9
2021,7,-40,21,2024,146761,16150.8,16836.1,271.994,81.2,4408.493327,5.4
2021,8,-39,21,2024,147226,16305.6,16791.7,272.789,70.3,4408.493327,5.1
2021,9,-38,21,2024,147706,16398.9,16564.3,273.887,72.8,4408.493327,4.7
2021,10,-37,21,2024,148566,16613.8,16547.4,276.434,71.7,4646.186686,4.5
2021,11,-36,21,2024,149197,16741.6,16499.8,278.799,67.4,4646.186686,4.1
2021,12,-35,21,2024,149763,16799.2,16418.5,280.808,70.6,4646.186686,3.9
2022,1,-34,21,2024,150014,16888.6,16080.8,282.39,67.2,4473.299967,4
2022,2,-33,21,2024,150876,16999.7,16092.7,284.535,62.8,4473.299967,3.8
2022,3,-32,21,2024,151370,17203.6,16028.1,287.553,59.4,4473.299967,3.6
2022,4,-31,21,2024,151642,17310.5,16042.6,288.764,65.2,4016.486654,3.7
2022,5,-30,21,2024,151928,17384.8,16023.2,291.359,58.4,4016.486654,3.6
2022,6,-29,21,2024,152348,17550,15963.4,294.996,50,4016.486654,3.6
2022,7,-28,21,2024,153038,17556.4,16109.3,294.977,51.5,3890.303385,3.5
2022,8,-27,21,2024,153281,17692.2,16161.4,295.209,58.2,3890.303385,3.6
2022,9,-26,21,2024,153536,17804,16184.9,296.341,58.6,3890.303385,3.5
2022,10,-25,21,2024,153897,17915.1,16223.5,297.863,59.9,3930.530029,3.6
2022,11,-24,21,2024,154155,17892.5,16229.6,298.648,56.7,3930.530029,3.6
2022,12,-23,21,2024,154291,17943.6,16265.1,298.812,59.8,3930.530029,3.5
2023,1,-22,21,2024,154773,18229.6,16601.9,300.356,64.9,4052.02002,3.4
2023,2,-21,21,2024,155060,18296.5,16656.1,301.509,66.9,4052.02002,3.6
2023,3,-20,21,2024,155206,18282.6,16730.2,301.744,62,4052.02002,3.5
2023,4,-19,21,2024,155484,18363.8,16763.9,303.032,63.7,4266.563314,3.4
2023,5,-18,21,2024,155787,18407.8,16818.5,303.365,59,4266.563314,3.7
2023,6,-17,21,2024,156027,18485.4,16809.5,304.003,64.2,4266.563314,3.6
2023,7,-16,21,2024,156211,18595.4,16816.4,304.628,71.5,4461.556641,3.5
2023,8,-15,21,2024,156421,18651.6,16826.2,306.187,69.4,4461.556641,3.8
2023,9,-14,21,2024,156667,18791.5,16816.3,307.288,67.8,4461.556641,3.8
2023,10,-13,21,2024,156832,18826.8,16819.9,307.531,63.8,4510.476563,3.8
2023,11,-12,21,2024,157014,18903,16859.6,308.024,61.3,4510.476563,3.7
2023,12,-11,21,2024,157304,19013.7,16889.2,308.742,69.7,4510.476563,3.7
2024,1,-10,21,2024,157560,19028,16914.2,309.685,79,5065.42334,3.7
2024,2,-9,21,2024,157796,19136,16897.4,311.054,76.9,5065.42334,3.9
2024,3,-8,21,2024,158106,19263.7,16924.3,312.23,79.4,5065.42334,3.8
2024,4,-7,21,2024,158214,19309.3,16914.2,313.207,77.2,5294.099976,3.9
2024,5,-6,21,2024,158430,19413.7,16969.3,313.225,69.1,5294.099976,4
2024,6,-5,21,2024,158548,19476.7,16983.9,313.049,68.2,5294.099976,4.1
2024,7,-4,21,2024,158637,19580.5,17002,313.534,66.4,NA,4.3
2024,8,-3,21,2024,158779,NA,NA,314.121,67.9,NA,4.2